Ref	ID	Name
5916	13582837	Infernity Randomizer
5917	15313433	Infernity Reflector
5918	46435376	Infernity Sage
5919	12541409	Infernity Suppression
5920	74148483	Infernity Wildcat
5921	74823665	Inferno
5922	52684508	Inferno Fire Blast
5923	17185260	Inferno Hammer
5924	12247206	Inferno Reckless Summon
5925	14391920	Inferno Tempest
5926	56824871	Infernoble Knight - Renaud
5927	81570454	Infernoble Knight - Roland
5928	95953557	Infernoble Knight Astolfo
5929	65398390	Infernoble Knight Captain Oliver
5930	40251688	Infernoble Knight Captain Roland
5931	77656797	Infernoble Knight Emperor Charles
5932	94730900	Infernoble Knight Maugis
5933	21351206	Infernoble Knight Ogier
5934	58346901	Infernoble Knight Oliver
5935	53404966	Infernoble Knight Ricciardetto
5936	89809665	Infernoble Knight Turpin
5937	26034577	Infernoid Antra
5938	88301393	Infernoid Attondel
5939	58446973	Infernoid Decatron
5940	23440231	Infernoid Devyaty
5941	97051536	Infernoid Evil
5942	34446231	Infernoid Flood
5943	52038272	Infernoid Harmadik
5944	14799437	Infernoid Onuncu
5945	89423971	Infernoid Patrulea
5946	25811989	Infernoid Piaty
5947	60551528	Infernoid Pirmais
5948	51316684	Infernoid Seitsemas
5949	96055137	Infernoid Sjette
5950	82734805	Infernoid Tierra
5951	34822851	Infernoid Token
5952	35419032	Infestation Infection
5953	27541267	Infestation Pandemic
5954	81218874	Infestation Ripples
5955	90934570	Infestation Terminus
5956	27207573	Infestation Tool
5957	18816758	Infestation Wave
5958	39078434	Infinite Antlion
5959	94163677	Infinite Cards
5960	54109233	Infinite Dismissal
5961	10045474	Infinite Impermanence
5962	72883039	Infinite Light
5963	36894320	Infinite Machine
5964	62034800	Infinitrack Anchor Drill
5965	76830505	Infinitrack Brutal Dozer
5966	98439949	Infinitrack Crab Crane
5967	34923554	Infinitrack Drag Shovel
5968	97584719	Infinitrack Earth Slicer
5969	69073023	Infinitrack Fortress Megaclops
5970	23689428	Infinitrack Goliath
5971	35645105	Infinitrack Harvester
5972	60195675	Infinitrack Mountain Smasher
5973	24701066	Infinitrack River Stormer
5974	5205146	Infinitrack Road Roller
5975	61912252	Infinitrack Trencher
5976	97316367	Infinitrack Tunneller
5977	76520646	Infinity Dark
5978	54936498	Influence Dragon
5979	4941482	Informer Spider
5980	20057949	Inherited Fortune
5981	79575620	Injection Fairy Lily
5982	39703254	Inmato
5983	300205001	Inner Conflict
5984	97923414	Inpachi
5985	3492538	Insect Armor with Laser Cannon
5986	23615409	Insect Barrier
5987	96965364	Insect Imitation
5988	86527709	Insect Invitation
5989	35052053	Insect Knight
5990	91512836	Insect Monster Token
5991	22991179	Insect Neglect
5992	37957847	Insect Princess
5993	91512835	Insect Queen
5994	7019529	Insect Soldiers of the Sky
5995	16227556	Inspection
5996	15397015	Inspector Boarder
5997	25005816	Inspiration
5998	16169772	Instant Contact
5999	1845204	Instant Fusion
6000	11913700	Instant Neo Space
6001	59695933	Intercept
6002	39440937	Intercept Wave
6003	19113101	Interceptomato
6004	60238002	Interdimensional Matter Forwarder
6005	36261276	Interdimensional Matter Transporter
6006	57384901	Interdimensional Warp
6007	14729426	"Interplanetary Invader ""A"""
6008	80208323	Interplanetarypurplythorny Beast
6009	25206027	Interplanetarypurplythorny Dragon
6010	2414168	Interrupt Resistor
6011	99330325	Interrupted Kaiju Slumber
6012	91592030	Intimidating Ore - Summonite
6013	300205002	Into the Darkness Below
6014	93946239	Into the Void
6015	23122036	Intrigue Shield
6016	69091732	Introduction to Gallantry
6017	59277750	Intruder Alarm - Yellow Alert
6018	28450915	Invader from Another Dimension
6019	56647086	Invader of Darkness
6020	3056267	Invader of the Throne
6021	26082229	Invasion of Flames
6022	79161790	Inverse Universe
6023	98374133	Invigoration
6024	17722185	Invincibility Barrier
6025	52675689	Invitation to a Dark Sleep
6026	74063034	Invocation
6027	97300502	Invoked Augoeides
6028	13529466	Invoked Caliga
6029	85908279	Invoked Cocytus
6030	11270236	Invoked Elysium
6031	48791583	Invoked Magellanica
6032	75286621	Invoked Mechaba
6033	12307878	Invoked Purgatrio
6034	49513164	Invoked Raidjin
6035	95395761	Inzektor Ant
6036	87973893	Inzektor Axe - Zektahawk
6037	21790410	Inzektor Centipede
6038	87047074	Inzektor Crossbow - Zektarrow
6039	68184115	Inzektor Dragonfly
6040	38450736	Inzektor Earwig
6041	44505297	Inzektor Exa-Beetle
6042	26211048	Inzektor Exa-Stag
6043	66066482	Inzektor Firefly
6044	259314	Inzektor Gauntlet
6045	65844845	Inzektor Giga-Cricket
6046	94573223	Inzektor Giga-Mantis
6047	21977828	Inzektor Giga-Weevil
6048	52601736	Inzektor Hopper
6049	69207766	Inzektor Hornet
6050	2461031	Inzektor Ladybug
6051	38643567	Inzektor Orb
6052	97273514	Inzektor Picofalena
6053	16550875	Inzektor Sword - Zektkaliber
6054	70744296	Ipiria
6055	9628664	"Iris, the Earth Mother"
6056	73431236	Iron Blacksmith Kotetsu
6057	45072394	Iron Cage
6058	64662453	Iron Call
6059	26157485	Iron Chain Blaster
6060	53152590	Iron Chain Coil
6061	19974580	Iron Chain Dragon
6062	53274132	Iron Chain Repairman
6063	80769747	Iron Chain Snake
6064	20457551	Iron Core Armor
6065	63018036	Iron Core Immediate Disposal
6066	34545235	Iron Core Luster
6067	36623431	Iron Core of Koa'ki Meiru
6068	53039326	Iron Core Specimen Lab
6069	46247282	Iron Dragon Tiamaton
6070	34559295	Iron Draw
6071	41916534	Iron Hans
6072	73405179	Iron Knight
6073	662857	Iron Knight of Revolution
6074	12682213	Iron Thunder
6075	79185500	Ironhammer the Giant
6076	4042268	Island Turtle
6077	22657402	"Isolde, Belle of the Underworld"
6078	59934749	"Isolde, Two Tales of the Noble Knights"
6079	300201007	It's a Toon World!
6080	300302011	It's Jinzo!
6081	300102004	It's My Lucky Day!
6082	300302012	"It's No Monster, It's a God!"
6083	14730606	Ivy Shackles
6084	30069399	Ivy Token
6085	3137279	"Ixeep, Omen of the Ghoti"
6086	6544078	Izanagi
6087	43543777	Izanami
6088	36539330	Jabbing Panda
6089	23850421	Jack Wyvern
6090	51697825	Jack-In-The-Hand
6091	36016907	Jack-o-Bolan
6092	90876561	Jack's Knight
6093	81171949	Jackpot 7
6094	95214051	Jade Insect Whistle
6095	44364207	Jade Knight
6096	96235275	"Jain, Lightsworn Paladin"
6097	84673417	"Jain, Twilightsworn General"
6098	21770260	Jam Breeding Machine
6099	21558682	Jam Defender
6100	98954106	Jar of Avarice
6101	22454453	Jar of Generosity
6102	83968380	Jar of Greed
6103	33784505	Jar Robber
6104	96287685	Jar Turtle
6105	26932788	Javelin Beetle
6106	41182875	Javelin Beetle Pact
6107	50532786	Jawsman
6108	41440817	Jelly Cannon
6109	14851496	Jellyfish
6110	83725008	"Jenis, Lightsworn Mender"
6111	23635815	Jerry Beans Man
6112	8487449	Jester Confit
6113	72992744	Jester Lord
6114	90315086	Jet Shark
6115	9742784	Jet Synchron
6116	286392	Jet Warrior
6117	43697559	Jetroid
6118	72710085	Jewels of the Valiant
6119	25935625	"Jiaotu, Darkness of the Yang Zing"
6120	40894584	Jigabyte
6121	90020065	Jigen Bakudan
6122	77585513	Jinzo
6123	51916032	Jinzo - Jector
6124	99666430	Jinzo - Layered
6125	35803249	Jinzo - Lord
6126	9418534	Jinzo - Returner
6127	32809211	Jinzo #7
6128	39987731	Jinzo the Machine Menace
6129	92962242	Jioh the Gravity Ninja
6130	94773007	Jirai Gumo
6131	63941210	"Jizukiru, the Star Destroying Kaiju"
6132	55337339	Job-Change Mirror
6133	29284413	Joker's Knight
6134	92067220	Joker's Straight
6135	81945678	Joker's Wild
6136	8316565	Jolt Counter
6137	47894537	Jongleur-Ghoul Illusionist
6138	2665273	"Jormungandr, Generaider Boss of Eternity"
6139	64203620	Jormungardr the Nordic Serpent
6140	43685562	Joruri-P.U.N.K. Dangerous Gabu
6141	82041999	Joruri-P.U.N.K. Madame Spider
6142	70070211	Joruri-P.U.N.K. Nashiwari Surprise
6143	41855169	Jowgen the Spiritualist
6144	5257687	Jowls of Dark Demise
6145	53054164	Joyous Melffys
6146	30113682	Judge Man
6147	53535814	Judge of the Ice Barrier
6148	57774843	Judgment Dragon
6149	55256016	Judgment of Anubis
6150	93595154	Judgment of the Branded
6151	4869446	Judgment of the Desert
6152	55948544	Judgment of the Pharaoh
6153	85080048	Judgment of Thunder
6154	41659072	"Judgment, the Dragon of Heaven"
6155	42851643	Jumbo Drill
6156	73490417	Jungle Dweller
6157	25148255	Junk Anchor
6158	42810973	Junk Archer
6159	79068663	Junk Barrage
6160	59771339	Junk Berserker
6161	51855378	Junk Blader
6162	37745919	Junk Box
6163	43436049	Junk Breaker
6164	1006081	Junk Changer
6165	58242947	Junk Collector
6166	37337327	Junk Connector
6167	11069680	Junk Converter
6168	68120130	Junk Defender
6169	74860293	Junk Destroyer
6170	3121655	Junk Dragonlet
6171	56410040	Junk Forward
6172	37993923	Junk Gardna
6173	34492631	Junk Giant
6174	39520293	Junk Mail
6175	67968069	Junk Puppet
6176	78922939	Junk Servant
6177	56294501	Junk Sleep
6178	77075360	Junk Speeder
6179	63977008	Junk Synchron
6180	60800381	Junk Warrior
6181	38491199	Junkuriboh
6182	59546797	Juragedo
6183	65430834	Jurassic Impact
6184	99531088	Jurassic Power
6185	10080320	Jurassic World
6186	80727721	Jurrac Aeolo
6187	52553102	Jurrac Astero
6188	8594079	Jurrac Brachis
6189	17948378	Jurrac Dino
6190	43332022	Jurrac Gallim
6191	80032567	Jurrac Giganoto
6192	11012887	Jurrac Guaiba
6193	16111820	Jurrac Herra
6194	71106375	Jurrac Iguanon
6195	5479217	Jurrac Impact
6196	93170499	Jurrac Megalo
6197	17548456	Jurrac Meteor
6198	36717258	Jurrac Monoloph
6199	23927545	Jurrac Protops
6200	45711266	Jurrac Ptera
6201	44689688	Jurrac Spinos
6202	48411996	Jurrac Stauriko
6203	20568404	Jurrac Stigo
6204	85028288	Jurrac Titano
6205	48411997	Jurrac Token
6206	62701967	Jurrac Tyrannus
6207	59312550	Jurrac Velo
6208	65961683	Jurrac Velphito
6209	89948817	Jurrac Volcano
6210	24068492	Just Desserts
6211	62271284	Justi-Break
6212	26842483	Justice Bringer
6213	26732909	Justice of Prophecy
6214	60410769	Jutte Fighter
6215	52768103	KA-2 Des Scissors
6216	51934376	Kabazauls
6217	7541475	Kabuki Dragon
6218	69069911	Kachi Kochi Dragon
6219	19353570	Kagemucha Knight
6220	15401633	Kagemusha of the Blue Flame
6221	1498130	Kagemusha of the Six Samurai
6222	39972130	Kagemusha Raccoon Token
6223	80600490	Kageningen
6224	20065259	Kagero the Cannon Ninja
6225	94656263	Kagetokage
6226	25847467	"Kahkki, Guerilla of Dark World"
6227	39049051	Kahyoreigetsu
6228	71614230	Kai-Den Kendo Spirit
6229	34627841	Kaibaman
6230	81057455	Kaiju Capture Mission
6231	60822251	Kaiki the Unity Star
6232	20904475	Kairo Ryu-Ge Emva
6233	76634149	Kairyu-Shin
6234	95602345	Kairyu-Shin's Dark Reef
6235	35059553	Kaiser Colosseum
6236	94566432	Kaiser Dragon
6237	52824910	Kaiser Glider
6238	41002238	Kaiser Glider - Golden Burst
6239	17444133	Kaiser Sea Horse
6240	6442944	Kaiser Sea Snake
6241	93927067	Kaiser Vorse Raider
6242	50834074	Kaitoptera
6243	25449584	Kaiza the Hidden Star
6244	97317530	"Kalantosa, Mystical Beast of the Forest"
6245	68928540	Kamakiriman
6246	9653271	Kaminari Attack
6247	97570038	Kaminote Blow
6248	91712985	"Kamion, the Timelord"
6249	41544074	Kamionwizard
6250	72439556	"Kamui, Hope of Gusto"
6251	12829151	Kanan the Swordmistress
6252	95789089	Kangaroo Champ
6253	84103702	Kanikabuto
6254	6284176	Kanzashi the Rikka Queen
6255	48109103	Kappa Avenger
6256	85541675	Karakuri Anatomy
6257	92300891	"Karakuri Barrel mdl 96 ""Shinkuro"""
6258	49296203	"Karakuri Bonze mdl 9763 ""Kunamzan"""
6259	39118197	"Karakuri Bushi mdl 6318 ""Muzanichiha"""
6260	80204957	Karakuri Cash Cache
6261	3693034	Karakuri Cash Inn
6262	2924048	Karakuri Cash Shed
6263	75690317	"Karakuri Gama mdl 4624 ""Shirokunishi"""
6264	11699941	Karakuri Gama Oil
6265	16708652	Karakuri Gold Dust
6266	79178930	Karakuri Klock
6267	24621460	"Karakuri Komachi mdl 224 ""Ninishi"""
6268	30230789	"Karakuri Merchant mdl 177 ""Inashichi"""
6269	24150026	"Karakuri Muso mdl 818 ""Haipa"""
6270	93724592	"Karakuri Ninja mdl 339 ""Sazank"""
6271	50615578	"Karakuri Ninja mdl 7749 ""Nanashick"""
6272	6276588	"Karakuri Ninja mdl 919 ""Kuick"""
6273	23874409	"Karakuri Shogun mdl 00 ""Burei"""
6274	22751868	Karakuri Showdown Castle
6275	3846170	"Karakuri Soldier mdl 236 ""Nisamu"""
6276	45688586	Karakuri Spider
6277	66976526	"Karakuri Steel Shogun mdl 00X ""Bureido"""
6278	66625883	"Karakuri Strategist mdl 248 ""Nishipachi"""
6279	25904894	"Karakuri Super Shogun mdl 00N ""Bureibu"""
6280	33184236	Karakuri Trick House
6281	70271583	"Karakuri Watchdog mdl 313 ""Saizan"""
6282	23289281	Karate Man
6283	54541900	Karbonala Warrior
6284	71587526	Karma Cut
6285	78348934	Karma of the Destruction Swordsman
6286	52512994	Kasha
6287	82286798	Kashtira Akstra
6288	48626373	Kashtira Arise-Heart
6289	33925864	Kashtira Big Bang
6290	69540484	Kashtira Birth
6291	32909498	Kashtira Fenrir
6292	94392192	Kashtira Ogre
6293	8953369	Kashtira Overlap
6294	21639276	Kashtira Preparations
6295	31149212	Kashtira Riseheart
6296	73542331	Kashtira Shangri-Ira
6297	68304193	Kashtira Unicorn
6298	34447918	Kashtiratheosis
6299	81179446	Kattapillar
6300	51554871	"Kayenn, the Master Magma Blacksmith"
6301	62340868	Kazejin
6302	99529628	"Keaf, Murk of the Ghoti"
6303	48048590	Keeper of Dragon Magic
6304	66752837	Keeper of the Shrine
6305	54878498	Kelbek
6306	25926710	Kelbek the Ancient Vanguard
6307	80441106	Keldo
6308	63542003	Keldo the Sacred Protector
6309	25131968	Ken the Warrior Dragon
6310	62383431	"Keurse, the Ogdoadic Light"
6311	1929294	Key Mace
6312	20541432	Key Mace #2
6313	23168060	Key Man the Key Warrior
6314	135598	Key Mouse
6315	72578374	Khaos Starsource Dragon
6316	11501629	Kickfire
6317	10759529	Kid Guard
6318	35629124	Kidmodo Dragon
6319	27240101	Kikinagashi Fucho
6320	88979991	Killer Needle
6321	63972571	King Beast Barbaros
6322	13756293	King Dragun
6323	84686841	King Fog
6324	501000002	King of Destruction - Xexex
6325	4271596	King of the Ashened City
6326	67757079	King of the Beasts
6327	11398059	King of the Feral Imps
6328	36021814	King of the Skull Servants
6329	79109599	King of the Swamp
6330	69455834	King of Yamimakai
6331	20438745	King Pyron
6332	60433216	King Scarlet
6333	83986578	King Tiger Wanghu
6334	24590232	King's Consonance
6335	64788463	King's Knight
6336	16528181	King's Sarcophagus
6337	27503418	King's Synchro
6338	9251497	Kingyo Sukui
6339	45452224	Kinka-byo
6340	84814897	Kiryu
6341	4266839	Kiseitai
6342	60519422	Kishido Spirit
6343	16960120	Kitchen Dragonmaid
6344	3361010	Kitsuni Kitsunebi
6345	64475743	"Kittytail, Mystical Beast of the Forest"
6346	82627406	Kiwi Magician Girl
6347	98007437	"Knight Armed Dragon, the Armored Knight Dragon"
6348	15767889	Knight Day Grepher
6349	75901113	Knight of Armor Dragon
6350	300204002	Knight of Legend
6351	46237548	Knight of the Red Lotus
6352	87210505	Knight's Title
6353	75452921	Knightmare Cerberus
6354	10158145	Knightmare Corruptor Iblee
6355	39064822	Knightmare Goblin
6356	65330383	Knightmare Gryphon
6357	9794980	Knightmare Incarnation Idlee
6358	3679218	Knightmare Mermaid
6359	2857636	Knightmare Phoenix
6360	38342335	Knightmare Unicorn
6361	39037517	Koa'ki Meiru Beetle
6362	80367387	Koa'ki Meiru Bergzak
6363	6320631	Koa'ki Meiru Boulder
6364	32314730	Koa'ki Meiru Crusader
6365	80925836	Koa'ki Meiru Doom
6366	12435193	Koa'ki Meiru Drago
6367	5817857	Koa'ki Meiru Ghoulungulate
6368	41201555	Koa'ki Meiru Gravirose
6369	45041488	Koa'ki Meiru Guardian
6370	31692182	Koa'ki Meiru Hydro Barrier
6371	54520292	Koa'ki Meiru Ice
6372	91985515	Koa'ki Meiru Initialize!
6373	65026212	Koa'ki Meiru Maximus
6374	14309486	Koa'ki Meiru Overload
6375	19642889	Koa'ki Meiru Powerhand
6376	176392	Koa'ki Meiru Prototype
6377	10060427	Koa'ki Meiru Rooklord
6378	49680980	Koa'ki Meiru Sandman
6379	74576482	Koa'ki Meiru Sea Panther
6380	12216615	Koa'ki Meiru Shield
6381	68809475	Koa'ki Meiru Speeder
6382	80839052	Koa'ki Meiru Supplier
6383	176393	Koa'ki Meiru Token
6384	95204084	Koa'ki Meiru Tornado
6385	30936186	Koa'ki Meiru Urnight
6386	72258771	Koa'ki Meiru Valafar
6387	66816282	Koa'ki Meiru Wall
6388	95090813	Koa'ki Meiru War Arms
6389	46089249	Koa'ki Ring
6390	7243511	Koalo-Koala
6391	55359571	Kochobo's Hinamatsuri
6392	69456283	Koitsu
6393	1184620	Kojikocy
6394	57722593	Konohanasakuya
6395	32569498	Korogashi
6396	19406822	Kotodama
6397	67724379	Koumori Dragon
6398	99171160	Kozaky
6399	21908319	Kozaky's Self-Destruct Button
6400	55885348	Kozmo Dark Destroyer
6401	64063868	Kozmo Dark Eclipser
6402	85991529	Kozmo Dark Planet
6403	37679169	Kozmo Delta Shuttle
6404	29491334	Kozmo DOG Fighter
6405	31061682	Kozmo Farmgirl
6406	20849090	Kozmo Forerunner
6407	67050396	Kozmo Goodwitch
6408	59496924	Kozmo Landwalker
6409	82270047	Kozmo Lightsword
6410	86013171	Kozmo Scaredy Lion
6411	94454495	Kozmo Sliprider
6412	1274455	Kozmo Soartroopers
6413	56907986	Kozmo Strawman
6414	64280356	Kozmo Tincan
6415	90452877	Kozmojo
6416	12408276	Kozmoll Dark Lady
6417	93302695	Kozmoll Wickedwitch
6418	67237709	Kozmotown
6419	12385638	Kozmourning
6420	15710054	Krawler Axon
6421	46083111	Krawler Dendrite
6422	51205763	Krawler Glial
6423	10698416	Krawler Ranvier
6424	83293307	Krawler Receptor
6425	63526052	Krawler Soma
6426	88316955	Krawler Spine
6427	59575539	Krebons
6428	37006702	Krishnerd Witch
6429	76512652	Krokodilus
6430	20960340	Krystal Avatar
6431	77363314	Krystal Dragon
6432	82642348	Kryuel
6433	20087414	Kuebiko
6434	87837090	Kuibelt the Blade Dragon
6435	24384095	Kujakujaku
6436	78543464	Kuji-Kiri Curse
6437	29726552	"Kumongous, the Sticky String Kaiju"
6438	56283725	Kumootoko
6439	37390589	Kunai with Chain
6440	56514812	Kunoichi
6441	85705804	Kurama
6442	57666212	Kuraz the Light Monarch
6443	70914287	Kuribabylon
6444	44632120	Kuribah
6445	16404809	Kuribandit
6446	71036835	Kuribee
6447	34419588	Kuribeh
6448	40640057	Kuriboh
6449	40703223	Kuriboh Token
6450	78355370	Kuribohrn
6451	47432275	Kuribon
6452	7021574	Kuriboo
6453	35405755	Kurikara Divincarnate
6454	35112613	Kuriphoton
6455	40817915	Kurivolt
6456	77511331	Kuro-Obi Karate Spirit
6457	60802233	Kuwagata ?
6458	95144193	Kwagar Hercules
6459	88240808	Kycoo the Ghost Destroyer
6460	93509766	Kyoro Ryu-Ge Kaiva
6461	56111151	Kyoutou Waterfront
6462	47028805	L Magi Mergy
6463	97590747	La Jinn the Mystical Genie of the Lamp
6464	62514770	Labradorite Dragon
6465	48745395	Labrynth Archfiend
6466	68779682	Labrynth Barrage
6467	37629703	Labrynth Chandraglier
6468	2511	Labrynth Cooclock
6469	33407125	Labrynth Labyrinth
6470	69895264	Labrynth Set-Up
6471	74018812	Labrynth Stovie Torbie
6472	35026117	Labyrinth Heavy Tank
6473	66526672	Labyrinth of Nightmare
6474	99551425	Labyrinth Tank
6475	67284908	Labyrinth Wall
6476	34771947	Labyrinth Wall Shadow
6477	28803166	Lacrima the Crimson Tears
6478	90147755	Lady Assailant of Flames
6479	16188701	Lady Debug
6480	81497285	Lady Labrynth of the Silver Castle
6481	82005435	Lady Ninja Yae
6482	67511500	Lady of D.
6483	17358176	Lady of Faith
6484	10736540	Lady of the Lake
6485	38480590	Lady Panther
6486	48658295	Lady's Dragonmaid
6487	74615388	"Laevatein, Generaider Boss of Shadows"
6488	59160188	Lair of Darkness
6489	81128478	Lair Wire
6490	9430387	LaLa Li-oon
6491	60764582	Lamb Token
6492	84900597	Lamia
6493	75850803	LaMoon
6494	96402918	"Lancea, Ancestral Dragon of the Ice Mountain"
6495	48940337	Lancephorhynchus
6496	79418153	Lancer Archfiend
6497	11125718	Lancer Dragonute
6498	46272804	Lancer Lindwurm
6499	61264008	Land Flipping
6500	300302033	Land of the Ojamas (Skill Card)
6501	74717840	Landoise's Luminous Moss
6502	95993388	Landrobe the Rock Vassal
6503	77637979	LANphorhynchus
6504	70156946	Lantern Shark
6505	3111207	Lappis Dragon
6506	87756343	Larvae Moth
6507	94675535	Larvas
6508	77007920	Laser Cannon Armor
6509	43034264	Laser Qlip
6510	27993919	LaSolfachord Angelia
6511	66970385	Last Chapter of the Noble Knights
6512	86049351	Last Counter
6513	90330453	Last Day of Witch
6514	300202005	Last Gamble
6515	50847759	Last Hope of Nephthys
6516	95254840	Last Minute Cancel
6517	97970833	Last Resort
6518	28566710	Last Turn
6519	85602018	Last Will
6520	3560069	Latency
6521	15667446	"Latinum, Exarch of Dark World"
6522	42591472	Laughing Flower
6523	80275707	Laughing Puffin
6524	35911108	Launcher Commander
6525	87322377	Launcher Spider
6526	13171876	Laundry Dragonmaid
6527	79371769	Laundry Trap
6528	20394040	Lava Battleguard
6529	41741922	Lava Dragon
6530	102380	Lava Golem
6531	30303854	Laval Archer
6532	11834972	Laval Blaster
6533	88958576	Laval Burner
6534	38492752	Laval Cannon
6535	45439263	Laval Coatl
6536	31632536	Laval Dual Slasher
6537	15169262	Laval Forest Sprite
6538	14047624	Laval Judgment Lord
6539	8041569	Laval Lakeside Lady
6540	123709	Laval Lancelord
6541	46404281	Laval Magma Cannoneer
6542	89893715	Laval Miller
6543	89609515	Laval Phlogis
6544	20374351	Laval Stennon
6545	12986807	Laval the Greater
6546	47658965	Laval Token
6547	2407147	Laval Volcano Handmaiden
6548	52786469	Laval Warrior
6549	34086406	Lavalval Chain
6550	75991898	Lavalval Dragon
6551	8611007	Lavalval Dragun
6552	12018201	Lavalval Exlord
6553	3989465	Lavalval Ignis
6554	67797569	Lavalval Salamander
6555	64659851	Law of the Cosmos
6556	67468948	Layard the Liberator
6557	92435533	"Lazion, the Timelord"
6558	50599453	Leafplace Plaice
6559	7127502	"Lector Pendulum, the Dracoverlord"
6560	56256517	Ledger of Legerdemain
6561	21893603	Lee the World Chalice Fairy
6562	90263923	Leeching the Light
6563	7902349	Left Arm of the Forbidden One
6564	86541496	Left Arm Offering
6565	44519536	Left Leg of the Forbidden One
6566	47840168	Left-Hand Shark
6567	44935634	Lefty Driver
6568	87010442	Legacy Hunter
6569	25614410	Legacy of a HERO
6570	88851326	Legacy of the Duelist
6571	30461781	Legacy of Yata-Garasu
6572	89397517	Legend of Heart
6573	28754338	Legendary Atlantean Tridon
6574	96458440	Legendary Black Belt
6575	55343172	Legendary Dueling Field
6576	12324546	Legendary Ebon Steed
6577	99747800	Legendary Fiend
6578	90681088	Legendary Fire King Ponix
6579	60258960	Legendary Flame Lord
6580	25773409	Legendary Jujitsu Master
6581	85800949	Legendary Knight Critias
6582	84565800	Legendary Knight Hermos
6583	80019195	Legendary Knight Timaeus
6584	70634245	Legendary Lord Six Samurai - Enishi
6585	34235530	Legendary Lord Six Samurai - Shi En
6586	12338068	Legendary Maju Garzett
6587	15327215	Legendary Secret of the Six Samurai
6588	75116619	Legendary Six Samurai - Enishi
6589	2511717	Legendary Six Samurai - Kageki
6590	49721904	Legendary Six Samurai - Kizan
6591	74094021	Legendary Six Samurai - Mizuho
6592	29981921	Legendary Six Samurai - Shi En
6593	48505422	Legendary Six Samurai - Shinai
6594	61854111	Legendary Sword
6595	69320362	Legendary Wind-Up Key
6596	12472242	Leghul
6597	25280974	Legion the Fiend Jester
6598	62543393	Lekunga
6599	62543394	Lekunga Token
6600	34318086	Lemon Magician Girl
6601	34103656	"Lemuria, the Forgotten City"
6602	70298454	Leng Ling
6603	4392470	Leo Wizard
6604	8561192	"Leo, the Keeper of the Sacred Tree"
6605	57201737	Leodrake's Mane
6606	10538007	Leogun
6607	98225108	Leotaur
6608	47226949	Leotron
6609	49922726	Leraje the God of Archery
6610	55444629	Lesser Dragon
6611	16475472	Lesser Fiend
6612	84397023	Level Conversion Lab
6613	90500169	Level Down!?
6614	57421866	Level Eater
6615	37198732	Level Lifter
6616	54976796	Level Limit - Area A
6617	3136426	Level Limit - Area B
6618	61850482	Level Modulation
6619	86133013	Level Resist Wall
6620	86223870	Level Retuner
6621	74741494	Level Tuning
6622	25290459	Level Up!
6623	97385276	Level Warrior
6624	37721209	Levia-Dragon - Daedalus
6625	95992081	Leviair the Sea Dragon
6626	33113958	LeVirtue Dragon
6627	39752820	Lib the World Key Blademaster
6628	24643913	Liberator Eto
6629	72022087	Liberty at Last!
6630	62957424	"Libic, Malebranche of the Burning Abyss"
6631	19516687	Libromancer Agent
6632	41085464	Libromancer Bonded
6633	88083109	Libromancer Displaced
6634	71406430	Libromancer Doombroker
6635	16312943	Libromancer Fire
6636	88106656	Libromancer Fireburst
6637	45001322	Libromancer Firestarter
6638	18890039	Libromancer First Appearance
6639	46123974	Libromancer Geek Boy
6640	44889144	Libromancer Intervention
6641	82128978	Libromancer Magigirl
6642	52707042	Libromancer Mystigirl
6643	84121302	Libromancer Origin Story
6644	14478717	Libromancer Prevented
6645	15590355	Libromancer Realized
6646	55818463	"Lich Lord, King of the Underworld"
6647	14318794	Life Absorbing Machine
6648	17178486	Life Equalizer
6649	36148308	Life Extreme
6650	83589191	Life Hack
6651	38105306	Life Shaver
6652	25165047	Life Stream Dragon
6653	76214441	Lifeforce Harmonizer
6654	89617515	Lifeless Leaffish
6655	47297616	Light and Darkness Dragon
6656	19652159	Light and Darkness Dragonlord
6657	73206827	Light Barrier
6658	21251800	Light Bringer Lucifer
6659	61399402	Light Dragon @Ignister
6660	54766667	Light Effigy
6661	25132288	Light End Dragon
6662	35614780	Light End Sublimation Dragon
6663	11471117	Light Laser
6664	52253888	Light Law Medium
6665	83027236	Light of Destruction
6666	62867251	Light of Intervention
6667	44595286	Light of Judgment
6668	2362787	Light of Redemption
6669	72554664	Light of the Branded
6670	35577420	Light Spiral
6671	83880087	Light Wing Shield
6672	53341729	Light-Imprisoning Mirror
6673	37231841	Lighten the Load
6674	49587034	Lightforce Sword
6675	55226821	Lightning Blade
6676	22653490	Lightning Chidori
6677	27671321	Lightning Conger
6678	45023678	Lightning Punisher
6679	40672993	Lightning Rod Lord
6680	14532163	Lightning Storm
6681	49389523	Lightning Tricorn
6682	69162969	Lightning Vortex
6683	87259077	Lightning Warrior
6684	89185742	"Lightning, Dragon Ruler of Drafts"
6685	99365553	Lightpulsar Dragon
6686	38737148	Lightray Daedalus
6687	30126992	Lightray Diabolos
6688	4722253	Lightray Gearfried
6689	27407330	Lightray Grepher
6690	82579942	Lightray Madoor
6691	91349449	Lightray Sorcerer
6692	55501446	Lightserpent
6693	10515412	Lightstorm Dragon
6694	25218587	Lightsworn Aegis
6695	22201234	Lightsworn Barrier
6696	59481082	Lightsworn Dragonling
6697	66194206	Lightsworn Judgment
